page_ark,catalog_no,section,name,vintage,perprice,caseprice,bottle_type,type,wine_type,color,country,xy
d7j01f-021,15,French Champagnes on Sale,Marcle Pere Brut,1952,3.99,46.75,Standard,wine,Sparkling,White,France,"{312,-3185}"
d7j01f-021,155,French Champagnes on Sale,Ayala Gold Label Brut,1953,4.99,56.5,Standard,wine,Sparkling,White,France,"{324,-3372}"
d7j01f-021,74,French Champagnes on Sale,Pommery & Greno Cuvee Albert Brut,0,5.99,68.5,Standard,wine,Sparkling,White,France,"{324,-3596}"
d7js34-025,97,American Champagne,"St. Michel Brut (Finger Lakes, N.Y.)",0,2.79,31.5,Standard,wine,Sparkling,White,United States of America,"{558,-3969}"
d7js34-025,SS1,American Champagne,Sepastiani Brut (California),0,3.59,38.75,Standard,wine,Sparkling,White,United States of America,"{538,-4543}"
d7js34-025,39,French Champagnes on Sale,Paul Durany Brut English Cuvee,0,3.99,46.75,Standard,wine,Sparkling,White,France,"{530,-1234}"
d7js34-025,36,French Champagnes on Sale,Marcel Pere Et Fils Brut,1959,4.59,50.25,Standard,wine,Sparkling,White,France,"{546,-1501}"
d7js34-025,155,French Champagnes on Sale,Ayala Gold Label Brut,1959,4.99,56.5,Standard,wine,Sparkling,White,France,"{554,-1776}"
d7js34-025,25,French Champagnes on Sale,Ledoyen Blanc de Blancs Brut,1959,5.99,68.5,Standard,wine,Sparkling,White,France,"{570,-2079}"
d7js34-025,31,French Champagnes on Sale,Louis Roederer Cour Royale Brut,0,6.98,75.5,Standard,wine,Sparkling,White,France,"{558,-2586}"
d7js34-025,54,French Champagnes on Sale,Bollinger Brut,1955,10,108,Standard,wine,Sparkling,White,France,"{558,-2960}"
d7js34-025,LR1,French Champagnes on Sale,Louis Roederer,1945,9.95,0,Standard,wine,Sparkling,White,France,"{2344,-3164}"
d7js34-025,LR1,French Champagnes on Sale,Louis Roederer,1943,9.95,0,Standard,wine,Sparkling,White,France,"{2030,-3172}"
d7js34-025,LR1,French Champagnes on Sale,Louis Roederer,1947,9.95,0,Standard,wine,Sparkling,White,France,"{2151,-3192}"
d7js34-025,LR1,French Champagnes on Sale,Louis Roederer,1942,9.95,0,Standard,wine,Sparkling,White,France,"{1805,-3236}"
d7js34-025,81,Sparkling Wine from the French Alps,Boyer Brut (Haut-Savoie),1961,3.49,39.75,Standard,wine,Sparkling,White,France,"{538,-4994}"
d7js34-026,155,Pick Your Favorite French Champagne,Ayala Gold Label Brut,1959,4.99,56.5,Standard,wine,Sparkling,White,France,"{639,-2599}"
d7js34-026,25,Pick Your Favorite French Champagne,Ledoyen Blanc de Blancs,1959,5.99,68.5,Standard,wine,Sparkling,White,France,"{639,-2676}"
d7js34-026,55,Pick Your Favorite French Champagne,Krug Light,0,6.49,70.09,Standard,wine,Sparkling,White,France,"{639,-2752}"
d7js34-026,59,Pick Your Favorite French Champagne,Mumm's Extra Dry,0,6.77,74.49,Standard,wine,Sparkling,White,France,"{639,-2836}"
d7js34-026,49,Pick Your Favorite French Champagne,Moet & Chandon Brut Imperial,0,6.92,74.74,Standard,wine,Sparkling,White,France,"{643,-2920}"
d7js34-026,18,Pick Your Favorite French Champagne,Clicquot Yellow Label Brut,0,6.64,71.71,Standard,wine,Sparkling,White,France,"{647,-2988}"
d7js34-026,31,Pick Your Favorite French Champagne,Louis Roederer Cour Royale Brut,0,6.98,75.5,Standard,wine,Sparkling,White,France,"{651,-3072}"
d7js34-026,91,Pick Your Favorite French Champagne,Krug Brut Reserve Private Cuvee,0,7.95,85.86,Standard,wine,Sparkling,White,France,"{651,-3152}"
d7js34-026,3,Pick Your Favorite French Champagne,Bollinger Brut,0,7.3,78.84,Standard,wine,Sparkling,White,France,"{659,-3241}"
d7js34-026,62,Pick Your Favorite French Champagne,Mumm's Cordon Rouge Brut,0,7.43,81.73,Standard,wine,Sparkling,White,France,"{655,-3313}"
d7js34-026,64,Pick Your Favorite French Champagne,Taittinger Brut Francais,0,7.49,82.69,Standard,wine,Sparkling,White,France,"{655,-3393}"
d7js34-026,108,Pick Your Favorite French Champagne,Piper Heidsieck Cuvee Brut,0,7.55,81.54,Standard,wine,Sparkling,White,France,"{643,-3465}"
d7js34-026,58,Pick Your Favorite French Champagne,Cliquot Yellow Label Brut,1959,8.72,94.18,Standard,wine,Sparkling,White,France,"{647,-3549}"
d7js34-026,16,Pick Your Favorite French Champagne,Lanson Brut,1959,8.45,91.26,Standard,wine,Sparkling,White,France,"{655,-3629}"
d7js34-026,26,Pick Your Favorite French Champagne,Charles Heidsieck British Cuvee,1959,8.88,95.91,Standard,wine,Sparkling,White,France,"{655,-3701}"
d7js34-026,56,Pick Your Favorite French Champagne,Mumm's Cordon Rouge Brut,1959,8.89,97.82,Standard,wine,Sparkling,White,France,"{663,-3785}"
d7js34-026,34,Pick Your Favorite French Champagne,Louis Roederer Brut,1959,9.6,103.75,Standard,wine,Sparkling,White,France,"{655,-3862}"
d7js34-026,8,Pick Your Favorite French Champagne,Moet Dry Imperial,1959,8.9,96.12,Standard,wine,Sparkling,White,France,"{663,-3946}"
d7js34-026,106,Pick Your Favorite French Champagne,Piper Heidsieck Brut,1959,8.99,97.09,Standard,wine,Sparkling,White,France,"{667,-4018}"
d7js34-026,132,Pick Your Favorite French Champagne,Bollinger Brut,1959,9.35,100.98,Standard,wine,Sparkling,White,France,"{659,-4094}"
d7js34-026,9,Pick Your Favorite French Champagne,Pol Roger Brut,1955,9.5,102.6,Standard,wine,Sparkling,White,France,"{667,-4174}"
d7js34-026,90,Pick Your Favorite French Champagne,Krug Extra Sec,1955,9.59,103.6,Standard,wine,Sparkling,White,France,"{667,-4250}"
d7js34-026,23,Pick Your Favorite French Champagne,Mumm's Cordon Rouge Rose,1955,9.99,109.88,Standard,wine,Sparkling,Rosé,France,"{667,-4330}"
d7js34-026,54,Pick Your Favorite French Champagne,Bollinger Brut,1955,10,108,Standard,wine,Sparkling,White,France,"{667,-4415}"
d7js34-026,69,Pick Your Favorite French Champagne,Louis Roederer Rose,1953,11.5,124,Standard,wine,Sparkling,Rosé,France,"{667,-4487}"
d7js34-026,20,Pick Your Favorite French Champagne,Lauren Perrier Grand Siecle,1955,12.4,133.92,Standard,wine,Sparkling,White,France,"{663,-4563}"
d7js34-026,15,Pick Your Favorite French Champagne,Louis Roederer Cristal,1959,13.8,149,Standard,wine,Sparkling,White,France,"{671,-4643}"
d7js34-026,29,Pick Your Favorite French Champagne,Moet & Chandon Dom Perignon,1959,13,140.44,Standard,wine,Sparkling,White,France,"{663,-4719}"
d7js34-026,42,Pick Your Favorite French Champagne,Taittinger Blanc de Blancs,1959,13.69,151.14,Standard,wine,Sparkling,White,France,"{679,-4799}"
d7js34-026,36,Pick Your Favorit French Champagne,Marcel Pere Brut,1959,4.59,50.25,Standard,wine,Sparkling,White,France,"{631,-2519}"
d7k01r-001,81,Champagne & Sparkline Wine,Boyer Brut,1973,4.49,51.2,Standard,wine,Sparkling,White,France,"{1519,-1497}"
d7k01r-001,120,Champagne & Sparkling Wine,Marcel Pere Et Fils Brut,0,6.99,79.95,Standard,wine,Sparkling,White,France,"{797,-1990}"
d7k01r-001,98,Champagne & Sparkling Wine,Ayala Gold Label Brut,1970,7.99,89.5,Standard,wine,Sparkling,White,France,"{1527,-2311}"
d7k01r-001,94,Champagne & Sparkling Wine,Perrier Jouet Brut,0,8.95,96.66,Standard,wine,Sparkling,White,France,"{826,-2940}"
d7k01r-001,76,Champagne & Sparkling Wine,Mumm's Rene Lalou,1969,15.99,172.7,Standard,wine,Sparkling,White,France,"{850,-3361}"
d7k01r-001,104,Still Champagen,"Saran Natur, Chateau De Saran",0,10.98,118.59,Standard,wine,Still,White,France,"{850,-4915}"
d7k01r-001,87,Still Champagne,Charbaut Blanc de Blancs Champagne Nature,0,3.99,43.1,Standard,wine,Still,White,France,"{1531,-4022}"
d7k01r-001,130,Still Champagne,Bollinger Coteaux Champenois,0,4.89,52.82,Standard,wine,Still,White,France,"{842,-4607}"
d7kw23-008,36,French Champagne,Marcel Pere Et Fils Brut,1961,4.99,56.5,Standard,wine,Sparkling,White,France,"{344,-2285}"
d7kw23-008,110,French Champagne,Pierre Cartier Brut Rose,,5.29,57.13,Standard,wine,Sparkling,Rosé,France,"{376,-2669}"
d7kw23-008,28,French Champagne,Mesnil Blanc de Blancs,1964,5.99,68.5,Standard,wine,Sparkling,White,France,"{348,-2944}"
d7kw23-008,55,French Champagne,Krug Brut Light,0,6.48,69.99,Standard,wine,Sparkling,White,France,"{380,-3260}"
d7kw23-008,155,French Champagne,Ayala Gold Label Brut,1961,6.49,73.5,Standard,wine,Sparkling,White,France,"{372,-3559}"
d7kw23-008,25,French Champagne,"Ledoyen, Blanc de Blancs",1964,6.99,75.5,Standard,wine,Sparkling,White,France,"{380,-3907}"
d7kw23-008,68,French Champagne,Pommery & Greno Brut,1961,9.35,101.05,Standard,wine,Sparkling,White,France,"{384,-4310}"
d7kw23-008,97,French Champagne,Charles Heidsieck Cuvee Royal,1961,11.95,129.06,Standard,wine,Sparkling,White,France,"{376,-4637}"
d7kw23-008,98,French Champagne,Moet & Chandon Dom Perignon,1962,14.5,156.6,Standard,wine,Sparkling,White,France,"{384,-5005}"
d7kw23-008,99,Other Champagnes and Sparkling Wines,Korbel Brut  (California),0,4.99,53.89,Standard,wine,Sparkling,White,United States of America,"{2107,-3184}"
d7kw23-008,37,Other Champagnes and Sparkling Wines,Almaden Blanc de Blancs Brut,0,6.36,68.69,Standard,wine,Sparkling,White,France,"{2107,-3475}"
d7kw23-008,53,Other Champagnes and Sparkling Wines,Schramsberg Blanc de Blancs,1966,6.99,79.5,Standard,wine,Sparkling,White,United States of America,"{2099,-3759}"
d7kw23-008,81,Other Champagnes And Sparkling Wines,Boyer Brut (Haut-Savoie),1966,3.99,43.1,Standard,wine,Sparkling,White,France,"{2119,-2773}"
d7kw23-008,2,Other Champagnes & Sparkling Wines,St. Michel Brut,0,2.79,30.15,Standard,wine,Sparkling,White,United States of America,"{2095,-2449}"
d7kw23-009,874,Alsatian Wines,Sylvaner (Nicolas),1967,1.69,18.25,Standard,wine,Still,Red,France,"{502,-4228}"
d7kw23-009,1012,Alsatian Wines,Riesling Superieur (Nicolas),1966,1.89,20.4,Standard,wine,Still,Red,France,"{511,-4315}"
d7kw23-009,935,Alsatian Wines,Gewurztraminer Cru Du Mamburg,1965,1.99,21.5,Standard,wine,Still,Red,France,"{498,-4427}"
d7kw23-009,887,Alsatian Wines,Gewurztraminer Grand Cru,1966,3.19,34.65,Standard,wine,Still,Red,France,"{490,-4637}"
d7kw23-009,987,From the Loire Valley,Montlouis (Nicolas),1966,1.79,19.35,Standard,wine,Still,Red,France,"{2034,-1920}"
d7kw23-009,541,From the Loire Valley,Saumur Cuvee Des Plantagnets,1967,1.79,19.35,Standard,wine,Still,Red,France,"{2026,-2043}"
d7kw23-009,391,From the Loire Valley,Champigny Rouge (Caves de Saumur),1966,1.99,21.5,Standard,wine,Still,Red,France,"{2002,-2190}"
d7kw23-009,5008,From the Loire Valley,Vouvray (Nicolas),1961,1.99,21.5,Standard,wine,Still,Red,France,"{2018,-2345}"
d7kw23-009,448,From the Loire Valley,Sancerre (Nicolas),1967,2.49,26.9,Standard,wine,Still,Red,France,"{2034,-2504}"
d7kw23-009,503,From the Loire Valley,Muscadet-Sur-Lie,1968,2.49,26.9,Standard,wine,Still,Red,France,"{2055,-2667}"
d7kw23-009,5013,From the Loire Valley,Anjou Chateau De Fesles,1962,2.49,26.9,Standard,wine,Still,Red,France,"{2046,-3132}"
d7kw23-009,447,From the Loire Valley,Chinon Rouge,1967,2.49,26.9,Standard,wine,Still,Red,France,"{2059,-3255}"
d7kw23-009,741,From the Loire Valley,Quincy (R.Pipet),1867,2.59,27.95,Standard,wine,Still,Red,France,"{2067,-3406}"
d7kw23-009,710,From the Loire Valley,Bourgueil Rouge,1966,2.79,30.15,Standard,wine,Still,Red,France,"{2059,-3572}"
d7kw23-009,480,From the Loire Valley,Pouilly Blanc Fume (E. Sequin),1967,2.79,30.13,Standard,wine,Still,Red,France,"{2071,-3755}"
d7kw23-009,335,From the Loire Valley,Pouilly Blanc Fume (Ladoucette),1967,3.99,43.1,Standard,wine,Still,Red,France,"{2063,-3958}"
d7kw23-009,5006,From the Loire Valley,Anjou Blang (Nicolas),1966,1.69,18.25,Standard,wine,Still,Red,France,"{507,-4824}"
d7kw23-009,697,From the Loire Valley,Muscadet Sevre Et Maine,1967,1.69,18.25,Standard,wine,Still,Red,France,"{502,-4939}"
d7kw23-009,562,From the Loire Valley,Cros Plant (Sautejeau),1967,1.79,19.35,Standard,wine,Still,Red,France,"{498,-5142}"
d7kw23-009,813,Red Wines from the Rhone Valley,Cotes Du Rhone Rouge (Nicolas),1966,1.29,13.95,Standard,wine,Still,Red,France,"{498,-3060}"
d7kw23-009,388,Red Wines from the Rhone Valley,Crozes Hermitage (Nicolas),1967,1.99,21.5,Standard,wine,Still,Red,France,"{494,-3187}"
d7kw23-009,335,Red Wines from the Rhone Valley,Gigondas,1966,2.29,24.75,Standard,wine,Still,Red,France,"{511,-3350}"
d7kw23-009,569,Red Wines from the Rhone Valley,Chateauneuf Du Pape (Felibres),1964,2.49,26.9,Standard,wine,Still,Red,France,"{498,-3477}"
d7kw23-009,845,Red Wines from the Rhone Valley,Chateauneuf Du Pape,1961,2.79,30.15,Standard,wine,Still,Red,France,"{527,-3612}"
d7kw23-009,623,Red Wines from the Rhone Valley,Cote Rotie (B. Thierry),1966,2.99,32.3,Standard,wine,Still,Red,France,"{490,-3684}"
d7kw23-009,431,Red Wines from the Rhone Valley,Hermitage Des Moines (Chierpe),1966,3.99,43.1,Standard,wine,Still,Red,France,"{507,-3994}"
d7kw23-009,997,THE OFF-THE-BEATEN-PATH WINES OF FRANCE,Languedoc Rouge (Nicolas),1966,1.29,13.95,Standard,wine,Still,Red,France,"{2063,-4236}"
d7kw23-009,5000,THE OFF-THE-BEATEN-PATH WINES OF FRANCE,Regent Cotes De Bergerac,0,1.29,13.95,Standard,wine,Still,Red,France,"{2063,-4395}"
d7kw23-009,520,THE OFF-THE-BEATEN-PATH WINES OF FRANCE,Corbieres Chaintruel,1966,1.49,16.1,Standard,wine,Still,Red,France,"{2067,-4510}"
d7kw23-009,5029,THE OFF-THE-BEATEN-PATH WINES OF FRANCE,Jurancon Sec,1967,1.49,16.1,Standard,wine,Still,White,France,"{2071,-4633}"
d7kw23-009,847,THE OFF-THE-BEATEN-PATH WINES OF FRANCE,Scianto Rouge,1966,1.49,16.1,Standard,wine,Still,Red,France,"{2079,-4800}"
d7kw23-009,856,THE OFF-THE-BEATEN-PATH WINES OF FRANCE,Scianto Blanc,1966,1.49,16.1,Standard,wine,Still,White,France,"{2079,-4967}"
d7kw23-009,904,THE OFF-THE-BEATEN-PATH WINES OF FRANCE,Provence Rouge nicolas,1964,1.49,16.1,Standard,wine,Still,Red,France,"{2083,-5114}"
d7kw23-009,811,White Wines from the Rhone Valley,Crozes Hermitage Blanc,1964,2.29,24.75,Standard,wine,Still,White,France,"{450,-2051}"
d7kw23-009,470,White Wines from the Rhone Valley,St. Peray,1966,2.79,30.15,Standard,wine,Still,White,France,"{466,-2234}"
d7kw23-009,484,White Wines from the Rhone Valley,Chateauneuf Du Pape Blanc,1966,2.99,32.3,Standard,wine,Still,White,France,"{490,-2405}"
d7kw23-009,823,White Wines from the Rhone Valley,Hermitage Blanc (Noyer),1964,3.89,42,Standard,wine,Still,White,France,"{482,-2544}"
d7kw23-009,408,White Wines from the Rhone Valley,Condrieu Chateau Du Rozay,1966,4.99,53.9,Standard,wine,Still,White,France,"{498,-2703}"
d7kw23-009,441,White Wines from the Rhone Valley,Chateau Grillet,1966,15.95,172,Standard,wine,Still,White,France,"{515,-2842}"
d7kw23-010,574,Red Wines of Italy,Valpolicella,1966,1.79,19.35,Standard,wine,Still,Red,Italy,"{2047,-2894}"
d7kw23-010,531,Red Wines of Italy,Chianti Riserva,1964,1.99,21.5,Standard,wine,Still,Red,Italy,"{2063,-3038}"
d7kw23-010,673,The Wines of Paternina,Banda Azul Tinto (Rioja),1961,1.49,16.1,Standard,wine,Still,Red,Spain,"{299,-2719}"
d7kw23-010,527,The Wines of Paternina,Gran Reserva,1955,2.99,32,Standard,wine,Still,Red,Spain,"{327,-3034}"
d7kw23-010,670,The Wines of Paternina,Gran Reserva (Rioja),1949,4.99,53.9,Standard,wine,Still,Red,Spain,"{327,-3277}"
d7kw23-010,456,The Wines of Paternina,Gran Reserva (Rioja),1947,5.99,64.7,Standard,wine,Still,Red,Spain,"{327,-3537}"
d7kw23-010,800,Unusual Wines (Cont'd),St. Pourcain Blanc (Bourbonnais),0,1.59,17.15,Standard,wine,Still,White,Spain,"{2043,-1303}"
d7kw23-010,810,Unusual Wines (Cont'd),Fitou (Pyrenees),0,1.69,18.25,Standard,wine,Still,Red,France,"{2047,-1502}"
d7kw23-010,808,Unusual Wines (Cont'd),Cahors Rouge,1966,1.79,19.35,Standard,wine,Still,Red,Spain,"{2027,-1590}"
d7kw23-010,885,Unusual Wines (Cont'd),Ventoux Rouge,1967,1.79,19.35,Standard,wine,Still,Red,Spain,"{2035,-1750}"
d7kw23-010,805,Unusual Wines (Cont'd),Chateau Roubaud Rouge,1966,1.79,19.35,Standard,wine,Still,Red,Spain,"{2043,-1913}"
d7kw23-010,765,Unusual Wines (Cont'd),Apremont (Savioe),1967,2.29,24.75,Standard,wine,Still,Red,Spain,"{2027,-2077}"
d7kw23-010,807,Unusual Wines (Cont'd),Bandol Rouge,1964,3.49,37.7,Standard,wine,Still,Red,Spain,"{2031,-2396}"
d7kw23-010,782,Unusual Wines (Cont'd),Bouzy Rouge (Champagne),1966,4.99,53.9,Standard,wine,Still,Red,France,"{2047,-2691}"
d7ms3r-029,2,American Champagnes,Andre Moncier Brut,0,2.99,34.75,Standard,wine,Sparkling,White,United States of America,"{2236,-2243}"
d7ms3r-029,102,American Champagnes,Taylor Brut,0,4.7,50.76,Standard,wine,Sparkling,White,United States of America,"{2248,-2543}"
d7ms3r-029,151,American Champagnes,Gold Seal Brut,0,4.9,52.92,Standard,wine,Sparkling,White,United States of America,"{2259,-2704}"
d7ms3r-029,83,American Champagnes,Almaden Brut,0,4.95,53.46,Standard,wine,Sparkling,White,United States of America,"{2248,-2864}"
d7ms3r-029,95,American Champagnes,Great Western Brut,0,4.99,53.89,Standard,wine,Sparkling,White,United States of America,"{2259,-2968}"
d7ms3r-029,99,American Champagnes,Korbel Brut,0,5.25,56.7,Standard,wine,Sparkling,White,United States of America,"{2267,-3168}"
d7ms3r-029,105,American Champagnes,Beaulieu Vineyard Private Reserve Brut,1964,6.65,71.82,Standard,wine,Sparkling,White,United States of America,"{2267,-3393}"
d7ms3r-029,53,American Champagnes,Schramsberg Blanc de Blancs,1968,6.99,79.5,Standard,wine,Sparkling,White,United States of America,"{2275,-3629}"
d7ms3r-029,82,French Champagnes,Moet & Chandon Dom Perignon,1962,15.55,167.94,Standard,wine,Sparkling,White,France,"{2204,-884}"
d7ms3r-029,68,French Champagnes,Jamin Brut (Roederer),1966,5.99,68.5,Standard,wine,Sparkling,White,France,"{696,-1902}"
d7ms3r-029,155,French Champagnes,Ayala Gold Label Brut,1964,6.49,73.5,Standard,wine,Sparkling,White,France,"{676,-2327}"
d7ms3r-029,28,French Champagnes,"Mesnil, Blanc de Blancs",1964,6.99,79.5,Standard,wine,Sparkling,White,France,"{692,-2932}"
d7ms3r-029,25,French Champagnes,"Ledoyen, Blanc de Blancs",1964,7.49,84,Standard,wine,Sparkling,White,France,"{660,-3329}"
d7ms3r-029,11,French Champagnes,Charles Heidsieck Brut,0,8.49,91.69,Standard,wine,Sparkling,White,France,"{696,-3709}"
d7ms3r-029,32,French Champagnes,Lanson Brut,0,8.55,92.28,Standard,wine,Sparkling,White,France,"{688,-4038}"
d7ms3r-029,91,French Champagnes,Krug Brut Reserve,0,9.95,109.35,Standard,wine,Sparkling,White,France,"{704,-4286}"
d7ms3r-029,34,French Champagnes,Louis Roederer Brut,1964,9.95,107.5,Standard,wine,Sparkling,White,France,"{708,-4595}"
d7ms3r-029,116,French Champagnes,Bollinger R.D.,1959,15.5,167.4,Standard,wine,Sparkling,White,France,"{720,-4903}"
d7ms3r-029,33,French Champanges,"Mesnil Brut, Blanc de Blancs",0,5.99,68.5,Standard,wine,Sparkling,White,France,"{660,-1542}"
d7ms3r-029,85,Marcel Pere Brut,French Champagnes,0,4.99,58.5,Standard,wine,Sparkling,White,France,"{660,-1225}"
d7ms3r-030,81,French Sparkling Wines,Boyer Brut,1967,3.99,46.75,Standard,wine,Sparkling,White,France,"{554,-1602}"
d7ms3r-030,216,French Sparkling Wines,"Anjou, Blanc de Blancs",0,3.99,46.75,Standard,wine,Sparkling,White,France,"{550,-1922}"
d7ms3r-030,61,French Sparkling Wines,Vouvray Cremant,0,3.99,46.75,Standard,wine,Sparkling,White,France,"{562,-2121}"
d7ms3r-030,836,French Sparkling Wines,Clairette De Die,0,3.99,46.75,Standard,wine,Sparkling,White,France,"{574,-2345}"
d7ms3r-030,1183,French Sparkling Wines,Kritter Brut,0,4.89,52.51,Standard,wine,Sparkling,White,France,"{574,-2545}"
d7ms3r-030,69,French Sparkling Wines,Saumur Dry Royal,0,4.91,53,Standard,wine,Sparkling,White,France,"{582,-2736}"
d7ms3r-030,22,Other Sparkling Wines,Lambrusco Spumante,0,4.09,44.18,Standard,wine,Sparkling,Red,Italy,"{558,-3180}"
d7ms3r-030,1158,Other Sparkling Wines,Codorniu Brut,0,4.5,48.6,Standard,wine,Sparkling,White,Spain,"{558,-3351}"
d7ms3r-030,78,Other Sparkling Wines,Lachrima Christi,0,4.89,52.81,Standard,wine,Sparkling,White,Italy,"{574,-3503}"
d7ms3r-030,77,Other Sparkling Wines,Asti Spumante,0,5.3,57.21,Standard,wine,Sparkling,White,Italy,"{578,-3643}"
d7ms3r-030,24,Other Sparkling Wines,Henkel Trocken,0,5.31,57.35,Standard,wine,Sparkling,White,Germany,"{582,-3846}"
d7ms3r-030,1157,"Sparkling ""Cold Duck""",Almaden (Calif.),0,3.2,34.56,Standard,wine,Sparkling,Rosé,United States of America,"{526,-4721}"
d7ms3r-030,126,"Sparkling ""Cold Duck""",Kendermann (Germany),0,3.49,39.75,Standard,wine,Sparkling,Rosé,Germany,"{550,-4909}"
d7ms3r-030,1138,"Sparkling ""Cold Duck""",Barton & Guestier,0,5.5,59.4,Standard,wine,Sparkling,Rosé,France,"{550,-5120}"
d7mw2d-002,583,Burgundy / Reds / Mongeard - Mugneret,Mongeard - Mugneret Pinot Noir Estate-Bottled,0,0,24,Standard,wine,Still,Red,France,"{1773,-1993}"
d7mw2d-003,694,Lehmann's Fine Burgundy Varietals,Pinot Noir,0,0,17,Standard,wine,Still,Red,,"{1761,-3350}"
d7nk5r-002,80,Champagnes on Sale,Moet & Chandon Dom Perignon,1961,14.5,156.5,Standard,wine,Sparkling,White,France,"{2121,-2300}"
d7nk5r-002,110,Champagnes on Sale,Pierre Cartier Brut Rose,0,4.95,53.51,Standard,wine,Sparkling,Rosé,France,"{487,-2344}"
d7nk5r-002,36,Champagnes on Sale,Marcel Pere Et Fils Brut,1961,4.99,56.5,Standard,wine,Sparkling,White,France,"{475,-2612}"
d7nk5r-002,36,Champagnes on Sale,Marcel Pere Et Fils Brut,1961,2.82,61,Half Bottle,wine,Sparkling,White,France,"{1433,-2652}"
d7nk5r-002,36,Champagnes on Sale,Marcel Pere Et Fils Brut,1961,11.25,61,Magnum,wine,Sparkling,White,France,"{1565,-2712}"
d7nk5r-002,36,Champagnes on Sale,Marcel père et fils Brut,1961,1.49,0,Split,wine,Sparkling,White,France,"{1207,-2748}"
d7nk5r-002,28,Champagnes on Sale,Mesnil Blanc de Blancs,1961,5.99,68.5,Standard,wine,Sparkling,White,France,"{491,-2912}"
d7nk5r-002,155,Champagnes on Sale,Ayala Gold Label Brut,1961,5.99,68.5,Standard,wine,Sparkling,White,France,"{499,-3252}"
d7nk5r-002,155,Champagnes on Sale,Ayala Gold Label Brut,1961,12.8,73,Magnum,wine,Sparkling,White,France,"{1744,-3368}"
d7nk5r-002,155,Champagnes on Sale,Ayala Gold Label Brut,1961,3.2,73,Half Bottle,wine,Sparkling,White,France,"{590,-3372}"
d7nk5r-002,5039,Champagnes on Sale,Bollinger Brut,0,6.35,68.58,Standard,wine,Sparkling,White,France,"{479,-3660}"
d7nk5r-002,5039,Champagnes on Sale,Bollinger Brut,1961,7.8,84.24,Standard,wine,Sparkling,White,France,"{980,-3852}"
d7nk5r-002,22,Champagnes on Sale,Pommery & Greno Brut,0,7.75,83.39,Standard,wine,Sparkling,White,France,"{463,-4036}"
d7nk5r-002,54,Champagnes on Sale,Cremant Blanc de Blancs,1964,9.25,100,Standard,wine,Sparkling,White,France,"{455,-4552}"
d7nk5r-002,97,Champagnes on Sale,Charles Heidsieck cuvée royal,1959,11.95,129.06,Standard,wine,Sparkling,White,France,"{455,-4932}"
d7nk5r-002,2,Other Champagnes and Sparkling Wines,"St. Michel Brut (Finger Lakes, N.Y.)",0,2.49,26.9,Standard,wine,Sparkling,White,United States of America,"{2133,-2804}"
d7nk5r-002,5020,Other Champagnes and Sparkling Wines,"St. Michel Sparkling Burgundy (Finger Lakes, N.Y.)",0,2.49,26.9,Standard,wine,Sparkling,Red,United States of America,"{2109,-3320}"
d7nk5r-002,81,Other Champagnes and Sparkling Wines,Boyer Brut (Haut-Savoie),1964,3.49,39.75,Standard,wine,Sparkling,White,France,"{2117,-3756}"
d7nk5r-002,216,Other Champagnes and Sparkling Wines,"Gouin Blanc de Blancs (Anjou, Loire)",0,3.99,43.1,Standard,wine,Sparkling,White,France,"{2117,-4136}"
d7nk5r-002,131,Other Champagnes and Sparkling Wines,"Gancia Asti Spumanti (Piedmont, Italy)",0,4.88,52.7,Standard,wine,Sparkling,White,Italy,"{2125,-4492}"
d7nk5r-002,99,Other Champagnes and Sparkling Wines,Korbel Brut (California),0,4.99,53.89,Standard,wine,Sparkling,White,United States of America,"{2125,-4780}"
d7nk5r-002,37,Other Champagnes and Sparkling Wines,Almaden Blanc de Blancs Brut (California),0,6.08,65.66,Standard,wine,Sparkling,White,United States of America,"{2133,-5096}"
d7pk52-003,R,Fine French Champagnes at Low Cost,Mailly Brut,1943,3.99,43.89,Standard,wine,Sparkling,White,France,"{660,-3985}"
d7pk52-003,S,Fine French Champagnes at Low Cost,Royal Chadron Brut,1942,3.99,46.5,Standard,wine,Sparkling,White,France,"{689,-4164}"
d7pk52-003,T,Fine French Champagnes at Low Cost,Mailly Rose,1943,4.25,46.75,Standard,wine,Sparkling,Rosé,France,"{713,-4331}"
d7pk52-003,V,Fine French Champagnes at Low Cost,Moet & Chandon White Seal Brut,0,4.9,52.92,Standard,wine,Sparkling,White,France,"{721,-4681}"
d7pk52-003,W,Fine French Champagnes at Low Cost,Mumm's Extra Dry,0,4.98,54.83,Standard,wine,Sparkling,White,France,"{713,-4847}"
d7pk52-003,U,Fine Frnch Champagnes at Low Cost,St. Marceaux Extra Dry,0,4.6,49.75,Standard,wine,Sparkling,White,France,"{717,-4510}"
d7pp4q-011,753,Red Bordeaux,Chateau du Grand Parc,1974,3.69,42.1,Standard,wine,Still,Red,France,"{516,-2580}"
d7pp4q-023,111,American Champagne,Deschamps Blanc de Blancs Brut (New York),0,3.99,43.1,Standard,wine,Sparkling,White,United States of America,"{2008,-1336}"
d7pp4q-023,151,American Champagne,Gold Seal Brut (New York),0,5.49,62.5,Standard,wine,Sparkling,White,United States of America,"{2012,-1551}"
d7pp4q-023,102,American Champagne,Taylor Brut (New York),0,5.49,62.5,Standard,wine,Sparkling,White,United States of America,"{2016,-1611}"
