page_ark,catalog_no,section,name,vintage,perprice,caseprice,bottle_type,type,wine_type,color,country,xy
d79w2m-038,769,The Charming Vin Roses of France,"CHATEAU d’ARLAY ROSE, Comte de Vogue",,2.49,26.9,Standard,wine,Still,Rosé,France,"{1982,-861}"
d79w2m-038,454,The Charming Vin Roses of France,"ANIOU ROSE, Nicolas",1966,1.49,16.1,Standard,wine,Still,Rosé,France,"{234,-982}"
d79w2m-038,905,The Charming Vin Roses of France,"COTE DE PROVENCE, Nicolas",1966,1.49,16.1,Standard,wine,Still,Rosé,France,"{241,-1186}"
d79w2m-038,270,The Charming Vin Roses of France,"ROSE DE MARSANNAY
, Andre Bart",1966,2.79,30.15,Standard,wine,Still,Rosé,France,"{1985,-1379}"
d79w2m-038,852,The Charming Vin Roses of France,SCIATINO ROSE (Corsica),1966,1.49,16.1,Standard,wine,Still,Rosé,France,"{241,-1474}"
d79w2m-038,497,The Charming Vin Roses of France,"ALOUETTE, ANIOU

CABERNET ROSE, 1967 . .",,1.79,19.35,Standard,wine,Still,Rosé,France,"{241,-1816}"
d79w2m-038,-999,The Charming Vin Roses of France,"GRAVES SUPERIEUR, Domaine",1966,1.79,19.35,Standard,wine,Still,Rosé,France,"{1985,-1934}"
d79w2m-038,790,The Charming Vin Roses of France,"BANDOL ROSE, Chateau Braquety",1966,1.99,21.5,Standard,wine,Still,Rosé,France,"{244,-2100}"
d79w2m-038,834,The Charming Vin Roses of France,"TAVEL, Vignerons",1966,2.29,24.75,Standard,wine,Still,Rosé,France,"{241,-2442}"
d79w2m-038,865,White Bordeaux,CHATEAU GUIRAUD (Sauternes),1959,3.49,37.77,Standard,wine,Still,White,France,"{1992,-2971}"
d79w2m-038,786,White Bordeaux,"BORDEAUX BLANC, Domaine de la Marquis",1966,1.39,15,Standard,wine,Still,White,France,"{248,-3116}"
d79w2m-038,405,White Bordeaux,CHATEAU BOUSCAUT (Graves),1964,3.25,35.1,Standard,wine,Still,White,France,"{1985,-3421}"
d79w2m-038,788,White Bordeaux,"GRAVES SUPERIEUR, Domaine",1966,1.79,19.35,Standard,wine,Still,White,France,"{234,-3448}"
d79w2m-038,232,White Bordeaux,CHATEAU F ERRANDE (Graves),1966,2.29,24.75,Standard,wine,Still,White,France,"{251,-3794}"
d79w2m-038,812,White Bordeaux,CHATEAU CLIMENS (Barsac),1962,3.49,37.7,Standard,wine,Still,White,France,"{1989,-3807}"
d79w2m-038,367,White Bordeaux,"CHATEAU HAUT BRION

BLANC (Graves)",1966,7.95,89.5,Standard,wine,Still,White,France,"{1996,-4153}"
d79w2m-038,857,White Bordeaux,"SAUTERNES, Nicolas",1961,2.49,26.9,Standard,wine,Still,White,France,"{251,-4241}"
d79w2m-038,205,White Bordeaux,"MOUTON CADET BLANC, Baron Philippe de Rothschild",1966,2.97,32.1,Standard,wine,Still,White,France,"{255,-4498}"
d79w2m-038,254,White Bordeaux,CHATEAU D’YQUEM (Sauternes),1959,9.95,107.45,Standard,wine,Still,White,France,"{1985,-4593}"
d79w2m-038,347,White Bordeaux,"CHATEAU LAVILLE HAUT

BRION (Graves)",1964,3.19,34.45,Standard,wine,Still,White,France,"{255,-4891}"
d7b01k-001,11,French Champagn,Charles Heidsieck Brut,0,6.6,71.29,Standard,wine,Sparkling,White,France,"{962,-1219}"
d7b01k-001,91,French champagne,Krug Brut Reserve Private Cuvee,0,6.98,75.4,Standard,wine,Sparkling,White,France,"{971,-1753}"
d7b01k-001,98,French Champagne,Bollinger Brut,1952,9.54,103.03,Standard,wine,Sparkling,White,France,"{968,-814}"
d7b01k-001,100,French Champagne,Bollinger Brut,1953,19.89,107.41,Magnum,wine,Sparkling,White,France,"{984,-875}"
d7b01k-001,89,French Champagne,Bollinger Brut,1953,41.12,74.02,Jeroboam,wine,Sparkling,White,France,"{1522,-978}"
d7b01k-001,33,French Champagne,Bollinger Brut,1956,4.72,101.95,Half Bottle,wine,Sparkling,White,France,"{1529,-1081}"
d7b01k-001,58,French Champagne,Clicquot Yellow Label Brut,1953,8.38,90.49,Standard,wine,Sparkling,White,France,"{968,-1608}"
d7b01k-001,44,French Champagne,Clicquot Yellow Label Brut,1953,4.78,103.33,Half Bottle,wine,Sparkling,White,France,"{1535,-1666}"
d7b01k-001,39,French Champagne,Clicquot Yellow Label Brut,1953,17.47,94.36,Magnum,wine,Sparkling,White,France,"{1542,-1720}"
d7b01k-001,155,French Champagnes,Ayala Gold Label Brut,1955,4.99,56.5,Standard,wine,Sparkling,White,France,"{988,-448}"
d7b01k-001,157,French Champagnes,Ayala Gold Label Brut,1955,2.79,59.73,Half Bottle,wine,Sparkling,White,France,"{1506,-525}"
d7b01k-001,143,French Champagnes,Ayala Gold Label Brut,1955,10.59,60,Magnum,wine,Sparkling,White,France,"{1522,-570}"
d7b01k-001,4,French Champagnes,Bollinger Brut,0,3.79,81.8,Half Bottle,wine,Sparkling,White,France,"{1509,-679}"
d7b01k-001,6,French Champagnes,Bollinger Brut,0,14.79,79.87,Magnum,wine,Sparkling,White,France,"{1529,-730}"
d7b01k-001,54,French Champagnes,Bollinger Brut,1955,8.85,95.58,Standard,wine,Sparkling,White,France,"{975,-1016}"
d7b01k-001,84,French Champagnes,Bollinger Brut,1956,18.49,99.85,Magnum,wine,Still,White,France,"{1535,-1126}"
d7b01k-001,116,French Champagnes,Besserat de Bellefon Besserat De Bellefon,1953,6.49,70.1,Standard,wine,Sparkling,White,France,"{965,-1171}"
d7b01k-001,13,French Champaignes,Bollinger Brut,0,2.1,45.36,Split,wine,Still,Red,France,"{968,-566}"
d7b880-008,94,French Champagne,Perrier Jouet Grand Brut,0,13.95,150.7,Standard,wine,Sparkling,White,France,"{2194,-1185}"
d7b880-008,32,French Champagne,Lanson Black Label Brut,0,13.99,151.09,Standard,wine,Sparkling,White,France,"{2779,-1774}"
d7b880-008,2,French Champagne,Louis Roederer Cour Royale Brut,0,14.95,161.5,Standard,wine,Sparkling,White,France,"{2194,-2207}"
d7b880-008,25,French Champagne,Pommery & Greno Brut,0,14.99,161.89,Standard,wine,Sparkling,White,France,"{2206,-2403}"
d7b880-008,16,French Champagne,Champagne de Princes,1971,24.95,269.5,Standard,wine,Sparkling,White,France,"{2210,-2615}"
d7b880-008,39,French Champagne,Dom Ruinart Blanc de Blancs,1973,28.99,323.82,Standard,wine,Sparkling,White,France,"{2214,-2812}"
d7b880-008,70,French Champange,Perrier Jouet Fleur de Champagne,1973,36.95,399.1,Standard,wine,Sparkling,White,France,"{2487,-2976}"
d7b880-008,39,French Champange,Dom Perignon Moet & Chandon,1971,45,513,Standard,wine,Sparkling,White,France,"{2491,-3469}"
d7bc7n-029,33,French Champagnes on Sale,"Mesnil Brut, Blanc de Blancs",0,5.49,61.4,Standard,wine,Sparkling,White,France,"{153,-3258}"
d7bc7n-029,68,French Champagnes on Sale,Jamin Brut,1966,5.99,68.5,Standard,wine,Sparkling,White,France,"{161,-3731}"
d7bc7n-029,28,French Champagnes on Sale,"Mesnil, Blanc de Blancs",1964,6.49,73.5,Standard,wine,Sparkling,White,France,"{161,-4220}"
d7bc7n-029,44,French Champagnes on Sale,St. Marceaux Brut,1964,6.79,76.5,Standard,wine,Sparkling,White,France,"{169,-4702}"
d7bc7n-029,25,French Champagnes on Sale,"Ledoyen, Blanc de Blancs",1964,6.99,75.5,Standard,wine,Sparkling,White,France,"{161,-5075}"
d7bc7n-029,85,French Champagnes On Sale,Marcel Pere Brut,0,4.99,58.5,Standard,wine,Sparkling,White,France,"{137,-2772}"
d7bc7n-029,81,Sparkline Wines on Sale,Boyer Brut,1966,3.99,43.1,Standard,wine,Sparkling,White,France,"{1946,-3230}"
d7bc7n-029,2,Sparkling Wines on Sale,Andre Moncier Brut,0,2.99,32.3,Standard,wine,Sparkling,White,United States of America,"{1906,-2832}"
d7bc7n-029,836,Sparkling Wines on Sale,Clairette De Die,0,4.59,49.55,Standard,wine,Sparkling,White,France,"{1934,-3739}"
d7bc7n-029,82,Two Rare Champagne Classics,Moet & Chandon Dom Perignon,1962,15.55,167.94,Standard,wine,Sparkling,White,France,"{2019,-5294}"
d7bc7n-029,97,Two Rare Champagnes Classics,Charles Heidsieck Cuvee Royal,1961,13.95,150.66,Standard,wine,Sparkling,White,France,"{2011,-4797}"
d7c889-012,36,"""Best Buys"" in Champagne",Marcel Pere Et Fils Brut,1961,4.99,56.5,Standard,wine,Sparkling,White,France,"{799,-4024}"
d7c889-012,155,"""Best Buys"" in Champagne",Ayala Gold Label Brut,1961,5.99,68.5,Standard,wine,Sparkling,White,France,"{799,-4536}"
d7c889-012,28,"""Best Buys"" in Champagne",Mesnil Blanc de Blancs,1961,5.99,68.5,Standard,wine,Sparkling,White,France,"{811,-4836}"
d7c889-012,2,"""Best Buys"" In Champagne","St. Michel Brut (Finger Lakes, N.Y.)",0,2.49,26.9,Standard,wine,Sparkling,White,United States of America,"{751,-3168}"
d7c889-012,5036,"""Best Buys"" In Champagne","St. Michel Pink (Finger Lakes, N.Y.)",0,2.49,26.9,Standard,wine,Sparkling,Rosé,United States of America,"{771,-3480}"
d7c889-012,81,"""Best Buys"" In Champagne",Boyer Brut (Haut-Savoie),1964,3.49,39.75,Standard,wine,Sparkling,White,France,"{803,-3708}"
d7c889-012,99,"""Best Buys"" In Champagne",Korbel Brut (California),0,4.99,53.89,Standard,wine,Sparkling,White,United States of America,"{803,-4304}"
d7c889-012,5039,"""Best Buys"" In Champagne",Bollinger Brut,0,6.35,68.58,Imperial,wine,Sparkling,White,France,"{815,-5124}"
d7d59z-007,120,French Champagnes on Sale,Marcel Et Fils Brut,0,6.99,79.95,Standard,wine,Sparkling,White,France,"{326,-2152}"
d7d59z-007,98,French Champagnes on Sale,Ayala Gold Label Brut,1970,7.99,89.95,Standard,wine,Sparkling,White,France,"{342,-2367}"
d7d59z-007,94,French Champagnes on Sale,Perrier Jouet Brut,0,8.95,96.66,Standard,wine,Sparkling,White,France,"{354,-2582}"
d7d59z-007,25,French Champagnes on Sale,Pommery and Greno Brut,0,8.99,97.09,Standard,wine,Sparkling,White,France,"{342,-2817}"
d7d59z-007,111,Other Sparkling Wines on Sale,Deschamps Blanc de Blancs Brut (N.Y.),0,3.49,39.73,Standard,wine,Sparkling,White,United States of America,"{326,-3251}"
d7d59z-007,81,Other Sparkling Wines on Sale,Boyer Brut Blanc de Blancs,1973,4.79,54.65,Standard,wine,Sparkling,White,France,"{346,-3522}"
d7d59z-007,31,Other Sparkling Wines on Sale,Fragny Blanc de Blancs Brut,0,4.99,53.9,Standard,wine,Sparkling,White,France,"{354,-3769}"
d7ds3w-012,-1,Champagnes for the Holidays,Louis Roederer Brut,0,6.25,67.47,Standard,wine,Sparkling,White,France,"{400,-3343}"
d7ds3w-012,-1,Champagnes for the Holidays,Clicquot Yellow Label Brut,1943,7.4,80.2,Standard,wine,Sparkling,White,France,"{408,-3857}"
d7ds3w-012,-1,Champagnes for the Holidays,POMMERY & GRENO BRUT,1945,7.49,80.89,Standard,wine,Sparkling,White,France,"{400,-3917}"
d7ds3w-012,-1,Champagnes for the Holidays,Louis Roederer Brut,1945,7.75,83.69,Standard,wine,Sparkling,White,France,"{396,-3993}"
d7ds3w-012,-1,Champagnes for the Holidays,Taittinger Brut,1947,7.94,87.66,Standard,wine,Sparkling,White,France,"{396,-4362}"
d7ds3w-012,-1,Champagnes for the Holidays,Mumm's Cordon Rouge Brut,1947,8.18,90.01,Standard,wine,Sparkling,White,France,"{396,-4438}"
d7f598-021,-1,The Important Champagne Event of 1975,English Cuvee Brut,0,8.95,96.66,Standard,wine,Sparkling,White,France,"{501,-4577}"
d7f598-021,-1,The Important Champagne Event of 1975,English Cuvee Brut,1969,10.95,118.26,Standard,wine,Sparkling,White,France,"{469,-4925}"
d7f598-021,-1,The Important Champagne Event of 1975,Blason de France,1966,16.95,183.06,Standard,wine,Sparkling,White,France,"{501,-5260}"
d7g01t-007,44,The Champagnes of Moet & Chandon,White Star Extra Dry,0,9.99,107.89,Standard,wine,Sparkling,White,France,"{2227,-4181}"
d7g01t-007,50,The Champagnes of Moet & Chandon,Brut Imperial,0,6.35,137.16,Half Bottle,wine,Sparkling,White,France,"{2507,-4361}"
d7g01t-007,49,The Champagnes of Moet & Chandon,Brut Imperial,0,10.99,118.69,Standard,wine,Sparkling,White,France,"{2507,-4436}"
d7g01t-007,38,The Champagnes of Moet & Chandon,Brut Imperial,0,21.99,118.75,Magnum,wine,Sparkling,White,France,"{2511,-4504}"
d7g01t-007,54,The Champagnes of Moet & Chandon,Brut Imperial,0,167.49,0,Salmanazar,wine,Sparkling,White,France,"{2503,-4576}"
d7g01t-007,247,The Champagnes of Moet & Chandon,Brut Imperial,1969,12.99,140.29,Standard,wine,Sparkling,White,France,"{2503,-4859}"
d7g01t-007,30,The Champagnes of Moet & Chandon,Dom Perignon,1969,25.95,280.15,Standard,wine,Sparkling,White,France,"{2495,-5062}"
d7g01t-007,27,The Champagnes of Moet & Chandon,Dom Perignon,1969,52.89,285.61,Magnum,wine,Sparkling,White,France,"{2503,-5149}"
d7g01t-007,52,The Champagnes of Moet & Chandon,Dom Perignon Rose,1962,37.5,405,Standard,wine,Sparkling,Rosé,France,"{2492,-5364}"
d7g01t-007,47,The Champgnes of Moet & Chandon,Brut Imperial,1969,7.35,158.76,Half Bottle,wine,Sparkling,White,France,"{2499,-4767}"
d7g01t-025,87,Coteaux Champenois,Charbaut Blanc de Blancs Natur,0,3.99,43.1,Standard,wine,Still,White,France,"{507,-4671}"
d7g01t-025,130,Coteaux Champenois,Bollinger Natur Coteaux Champenois,0,4.89,52.82,Standard,wine,Still,White,France,"{499,-4892}"
d7g01t-025,104,Coteaux Champenois,"Saran Natur, Chateau de Saran",0,10.98,118.59,Standard,wine,Still,White,France,"{519,-5112}"
d7g01t-025,247,French Champagners,Moet & Chandon Brut,1969,12.99,140.29,Standard,wine,Sparkling,White,France,"{531,-3030}"
d7g01t-025,120,French Champagnes,Marcel Pere Brut,0,7.99,89.5,Standard,wine,Sparkling,White,France,"{507,-1565}"
d7g01t-025,98,French Champagnes,Ayala Gold Label Brut,1970,8.49,91.7,Standard,wine,Sparkling,White,France,"{535,-1793}"
d7g01t-025,94,French Champagnes,Perrier Jouet Brut,0,8.95,96.66,Standard,wine,Sparkling,White,France,"{539,-1945}"
d7g01t-025,121,French Champagnes,Charbaut Blanc de Blancs,1971,8.99,97.1,Standard,wine,Sparkling,White,France,"{511,-2153}"
d7g01t-025,25,French Champagnes,Pommery & Greno Brut,0,8.99,97.09,Standard,wine,Sparkling,White,France,"{519,-2201}"
d7g01t-025,152,French Champagnes,Bollinger Brut,0,9.95,107.46,Standard,wine,Sparkling,White,France,"{519,-2261}"
d7g01t-025,11,French Champagnes,Charles Heidsieck Brut,0,9.99,107.89,Standard,wine,Sparkling,White,France,"{523,-2313}"
d7g01t-025,32,French Champagnes,Lanson Black Label Brut,0,10.65,115.02,Standard,wine,Sparkling,White,France,"{523,-2365}"
d7g01t-025,105,French Champagnes,Perrier Jouet Brut,1969,10.95,118.26,Standard,wine,Sparkling,White,France,"{527,-2429}"
d7g01t-025,49,French Champagnes,Moet & Chandon Brut Imperial,0,10.99,118.69,Standard,wine,Sparkling,White,France,"{531,-2477}"
d7g01t-025,122,French Champagnes,Moet & Chandon Bicentennial Brut,0,10.99,118.69,Standard,wine,Sparkling,White,France,"{523,-2554}"
d7g01t-025,35,French Champagnes,Pol Roger Brut,0,11.35,112.58,Standard,wine,Sparkling,White,France,"{523,-2754}"
d7g01t-025,23,French Champagnes,Louis Roederer Brut,0,11.95,129.1,Standard,wine,Sparkling,White,France,"{531,-2806}"
d7g01t-025,26,French Champagnes,Charles Heidsieck Brut,1969,11.99,129.49,Standard,wine,Sparkling,White,France,"{539,-2862}"
d7g01t-025,72,French Champagnes,Lanson Red Label Brut,1969,12.85,138.78,Standard,wine,Sparkling,White,France,"{527,-2914}"
d7g01t-025,64,French Champagnes,Taittinger Brut La Francaise,0,12.98,143.3,Standard,wine,Sparkling,White,France,"{527,-2970}"
d7g01t-025,39,French Champagnes,Dom Ruinart Blanc de Blancs,0,12.99,140.29,Standard,wine,Sparkling,White,France,"{531,-3110}"
d7g01t-025,18,French Champagnes,Clicquot Yellow Label Brut,0,13.55,146.34,Standard,wine,Sparkling,White,France,"{531,-3190}"
d7g01t-025,71,French Champagnes,Bollinger Brut,1970,13.9,150.12,Standard,wine,Sparkling,White,France,"{535,-3242}"
d7g01t-025,56,French Champagnes,Mumm's Cordon Rouge Brut,1969,13.99,151.09,Standard,wine,Sparkling,White,France,"{535,-3294}"
d7g01t-025,12,French Champagnes,Charles Heidsieck Rose,1971,13.99,151.09,Standard,wine,Sparkling,Rosé,France,"{535,-3350}"
d7g01t-025,34,French Champagnes,Louis Roederer Brut,1971,14.95,162,Standard,wine,Sparkling,White,France,"{535,-3410}"
d7g01t-025,106,French Champagnes,Piper Heidsieck Brut,1969,15.89,171.61,Standard,wine,Sparkling,White,France,"{535,-3458}"
d7g01t-025,76,French Champagnes,Mumm's Rene Lalou,1969,15.99,172.7,Standard,wine,Sparkling,White,France,"{539,-3510}"
d7g01t-025,100,French Champagnes,Dom Ruinart Rose,1966,16.79,181.34,Standard,wine,Sparkling,Rosé,France,"{535,-3570}"
d7g01t-025,116,French Champagnes,Bollinger R.D.,1966,19.5,210.6,Standard,wine,Sparkling,White,France,"{535,-3622}"
d7g01t-025,91,French Champagnes,Krug Brut Reserve,0,19.95,215.46,Standard,wine,Sparkling,White,France,"{539,-3679}"
d7g01t-025,36,French Champagnes,Perrier Jouet Special Reserve,1969,19.95,215.46,Standard,wine,Sparkling,White,France,"{535,-3759}"
d7g01t-025,61,French Champagnes,Krug Blanc de Blancs,1966,22.5,243,Standard,wine,Sparkling,White,France,"{531,-3887}"
d7g01t-025,15,French Champagnes,Louis Roederer Cristal,1971,25.95,280.26,Standard,wine,Sparkling,White,France,"{531,-3947}"
d7g01t-025,30,French Champagnes,Moet Dom Perignon,1969,25.95,280.26,Standard,wine,Sparkling,White,France,"{531,-4119}"
d7g01t-025,55,French Champagnes,Taittinger Blanc de Blancs,1969,25.98,286.82,Standard,wine,Sparkling,White,France,"{535,-4163}"
d7g01t-025,161,French Champagnes,Charbaut Certificate Blanc de Blancs Cuvee Reserve,1971,30,360,Standard,wine,Sparkling,White,France,"{543,-4263}"
d7g01t-025,20,French Champanges,Laurent Perrier Grand Siecle,1966,25.95,280.26,Standard,wine,Sparkling,White,France,"{531,-4031}"
d7g01t-025,81,Other Sparkling Wines from France,Boyer Brut Blanc de Blancs,1973,4.79,54.65,Standard,wine,Sparkling,White,France,"{2124,-2077}"
d7g01t-025,1188,Other Sparkling Wines from France,Kriter Brut,0,5.49,60.3,Standard,wine,Sparkling,White,France,"{2140,-2345}"
d7g01t-025,21,Other Sparkling Wines from France,Langlois Chateau Blanc de Blancs,0,5.95,64.26,Standard,wine,Sparkling,White,France,"{2148,-2510}"
d7g01t-025,42,Other Sparkling Wines from France,Le Duc Brut,1971,5.99,68.3,Standard,wine,Sparkling,White,France,"{2156,-2718}"
d7g59k-003,-1,Red Burgundy,Cote de Nuits Villages,1969,35.4,0,Standard,wine,Still,Red,France,"{2300,-2602}"
d7g59k-003,-1,Red Burgundy,Fixin les Heverlets,1969,42,0,Standard,wine,Still,Red,France,"{2312,-2926}"
d7g59k-003,-1,Red Burgundy,"Chassagne Montrachet, Morgeot",1969,45,0,Standard,wine,Still,Red,France,"{2292,-3210}"
d7g59k-003,-1,Red Burgundy,Vosne-Romanee,1969,47.88,0,Standard,wine,Still,Red,France,"{2284,-3725}"
d7g59k-003,-1,Red Burgundy,Nuits St. Georges,1969,49.6,0,Standard,wine,Still,Red,France,"{2284,-4197}"
d7g59k-003,-1,White Burgundy,Bienvenue Batard Montrachet,1969,79.2,0,Standard,wine,Still,White,France,"{2284,-984}"
d7g59k-003,-1,White Burgundy,Batard Montrachet,1969,99,0,Standard,wine,Still,White,France,"{2312,-1403}"
d7g59k-003,-1,White Burgundy,"Meursault, Clos de Tesson",1969,45,0,Standard,wine,Still,White,France,"{468,-2790}"
d7g59k-003,-1,White Burgundy,"Meursault, Santenots",1969,48,0,Standard,wine,Still,White,France,"{476,-3282}"
d7g59k-003,-1,White Burgundy,"Puligny Montrachet, Les Pucelles",1969,54,0,Standard,wine,Still,White,France,"{476,-3609}"
d7g59k-003,-1,White Burgundy,"Chassagne Montrachet, La Boudriotte",1969,55.2,0,Standard,wine,Still,White,France,"{492,-3945}"
d7g59k-003,-1,White Burgundy,"Chassagne Montrachet, Clos des Ruchottes",1969,57,0,Standard,wine,Still,White,France,"{480,-4337}"
d7g59k-004,-1,Red Burgundy,Chambolle- Musigny,1969,49.6,0,Standard,wine,Still,Red,France,"{491,-1246}"
d7g59k-004,-1,Red Burgundy,Clos de Vougeot,1969,81,0,Standard,wine,Still,Red,France,"{2337,-1250}"
d7g59k-004,-1,Red Burgundy,"Chambolle Musigny, les Amoureuses",1969,81,0,Standard,wine,Still,Red,France,"{2344,-1853}"
d7g59k-004,-1,Red Burgundy,"Volnay, Clos des Ducs",1969,59.88,0,Standard,wine,Still,Red,France,"{463,-1909}"
d7g59k-004,-1,Red Burgundy,"Chambertin, Clos de Beze",1969,120,0,Standard,wine,Still,Red,France,"{2356,-2226}"
d7g59k-004,-1,Red Burgundy,"Vosne- Romanee, Les Beaumonts",1969,59.88,0,Standard,wine,Still,Red,France,"{491,-2500}"
d7g59k-004,-1,Red Burgundy,"Nuits St. Georges, Les Boudots",1969,59.88,0,Standard,wine,Still,Red,France,"{491,-2949}"
d7g59k-004,-1,Red Burgundy,"Gevrey- Chambertin Premier Cru ""Varoilles""",1969,69,0,Standard,wine,Still,Red,France,"{519,-3473}"
d7g59k-004,-1,Red Burgundy,Clos des Ruchottes-Chambertin,1969,79,0,Standard,wine,Still,Red,France,"{531,-4088}"
d7g59k-004,-1,Red Burgundy,Clos de la Griotte-Chambertin,1969,79,0,Standard,wine,Still,Red,France,"{542,-4529}"
d7h014-001,F28,And advance offering of superb 1976 red Bordeaux,Chateau Anguldet (Margaux),1976,,68.5,Standard,wine,Still,Red,France,"{1335,-1415}"
d7h014-013,120,French Champagne,Marcel Pere Et Fils Brut,0,8.69,99.5,Standard,wine,Sparkling,White,France,"{3325,-968}"
d7h014-013,32,French Champagne,Lanson Black Label Brut,0,9.99,108,Standard,wine,Sparkling,White,France,"{3822,-1292}"
d7h014-013,57,French Champagne,Marcel Pere Et Fils Brut,1970,9.99,108,Standard,wine,Sparkling,White,France,"{3399,-2048}"
d7h014-013,100,French Champagne,Michel Guerrard Brut,0,10.98,127,Standard,wine,Sparkling,White,France,"{3445,-2310}"
d7h014-013,94,French Champagne,Perrier Jouet Brut,0,11.89,128.41,Standard,wine,Sparkling,White,France,"{3428,-2568}"
d7h014-013,114,French Champagne,Charbaut Blanc de Blancs Brut,0,11.99,129.49,Standard,wine,Sparkling,White,France,"{3408,-2875}"
d7h014-013,25,French Champagne,Pommery & Greno Brut,0,12.65,146,Standard,wine,Sparkling,White,France,"{3424,-3154}"
d7h014-013,49,French Champagne,Moet & Chandon Brut Imperial,0,14.29,154.33,Standard,wine,Sparkling,White,France,"{3428,-3378}"
d7h014-013,19,French Champagne,Lanson Red Label Brut,1971,13.99,151.95,Standard,wine,Sparkling,White,France,"{3432,-3586}"
d7h014-014,33,French Champagne,"Dom Perignon,  Moet & Chandon",1970,36.98,0,Standard,wine,Sparkling,White,France,"{3350,-560}"
d7h014-014,18,French Champagne,Clicquot Yellow Label Brut,0,15.25,173.85,Standard,wine,Sparkling,White,France,"{955,-882}"
d7h014-014,108,French Champagne,Piper Hiedsieck Ambassadeurs Brut,0,15.49,167.3,Standard,wine,Sparkling,White,France,"{946,-1112}"
d7h014-014,8,French Champagne,Louis Roederer Cristal,1975,39.95,432,Standard,wine,Sparkling,White,France,"{3392,-1217}"
d7h014-014,62,French Champagne,Mumm's Cordon Rouge Brut,0,17.5,189,Standard,wine,Sparkling,White,France,"{963,-1288}"
d7h014-014,247,French Champagne,Moet & Chandon Brut Imperial,1971,17.89,193.21,Standard,wine,Sparkling,White,France,"{967,-1505}"
d7h014-014,34,French Champagne,Louis Roederer Brut,1973,18,194.5,Standard,wine,Sparkling,White,France,"{980,-1727}"
d7h014-014,39,French Champagne,Dom Ruinart Blanc de Blancs,1971,21.99,250.5,Standard,wine,Sparkling,White,France,"{971,-1907}"
d7h014-014,55,French Champagner,Taittinger Blanc de Blancs,1971,40,441.6,Standard,wine,Sparkling,White,France,"{3396,-953}"
d7h014-014,5,French Champagners,Bollinger R.D.,1969,29.95,323.5,Standard,wine,Sparkling,White,France,"{963,-2522}"
d7h014-014,16,French Champagnes,De Venoge Champagne des Princes,1971,21.99,250.5,Standard,wine,Sparkling,White,France,"{975,-2288}"
d7h014-014,91,French Champagnes,Krug Brut Reserve,0,29.99,323.95,Standard,wine,Sparkling,White,France,"{971,-2827}"
d7h014-014,70,French Champagnes,Perrier Jouet Fluer de Champagne,1973,32.95,355.86,Standard,wine,Sparkling,White,France,"{1427,-3250}"
d7h014-014,152,French Champange,Bollinger Special Cuvee Brut,0,14.95,173.85,Standard,wine,Sparkling,White,France,"{917,-539}"
d7h014-014,90,Other European Sparkling Wines,Club Montmarte Brut (Loire/Bordeaux),0,3.99,46.75,Standard,wine,Sparkling,White,France,"{3350,-1853}"
d7h014-014,28,Other European Sparkling Wines,Sablant Brut (Loire),0,6.99,75.5,Standard,wine,Sparkling,White,France,"{3296,-2221}"
d7h014-014,89,Other European Sparkling Wines,Gran Codorniu Brut,1974,7.99,89.95,Standard,wine,Sparkling,White,Spain,"{3375,-2898}"
d7h59w-003,3528,,Old Style Whiskey (A superior Blend),0,3.69,43.5,,spirit,,,United States of America,"{446,-2352}"
d7h59w-017,155,Champagne on Sale,Ayala Gold Label Brut,1959,4.99,56.5,Standard,wine,Sparkling,White,France,"{356,-3686}"
d7h59w-017,155,Champagne on Sale,Ayala Gold Label Brut,1959,2.79,60,Half Bottle,wine,Sparkling,White,France,"{380,-3839}"
d7h59w-017,7,Champagne on Sale,Cramant Blanc De Blancs (De Moere),1959,4.99,56.6,Standard,wine,Sparkling,White,France,"{416,-4099}"
d7h59w-017,25,Champagne on Sale,Ledoyen Blanc de Blancs Brut,1959,5.99,68.5,Standard,wine,Sparkling,White,France,"{404,-4400}"
d7h59w-017,97,Champagnes on Sale,"St. Michel Brut (Finger Lakes, N. Y. )",0,2.79,31.5,Standard,wine,Sparkling,White,United States of America,"{356,-2506}"
d7h59w-017,81,Champagnes on Sale,Boyer Brut,1959,3.49,39.75,Standard,wine,Sparkling,White,France,"{384,-2887}"
d7h59w-017,36,Champagnes on Sale,Marcel Pere Et Fils Brut,1959,4.59,50.25,Standard,wine,Sparkling,White,France,"{396,-3285}"
d7h59w-017,36,Champagnes on Sale,Marcel Pere Et Fils Brut,1959,2.59,54.75,Half Bottle,wine,Sparkling,White,France,"{2262,-3433}"
d7h59w-017,36,Champagnes on Sale,Marcel Pere Et Fils Brut,1959,9.59,52.25,Magnum,wine,Sparkling,White,France,"{3217,-3445}"
d7h59w-017,32,French Champagne on Sale,Perrier Jouet Brut,1952,9.25,100,Standard,wine,Sparkling,White,France,"{404,-4862}"
d7j01f-007,97,American Champagne,St. Michel Brut (N.Y.),0,2.59,27.95,Standard,wine,Sparkling,White,United States of America,"{296,-3851}"
d7j01f-007,-1,French Champagne on Sale,Mesnil Blanc de Blancs,1961,5.99,68.5,Standard,wine,Sparkling,White,France,"{557,-3142}"
d7j01f-021,97,American Champagne,St. Michel Brut (N.Y.),0,2.49,27.95,Standard,wine,Sparkling,White,United States of America,"{324,-4026}"
